1.00000000e+00;9.98125553e-01;9.95279799e-01;9.90094818e-01;9.79949602e-01;9.57679903e-01;8.95924704e-01;6.73148505e-01;3.06183347e-02;7.19161637e-03;3.70082829e-03;2.05132336e-03;1.35525759e-03;1.00742319e-03;8.00989551e-04;6.71264847e-04;5.92067759e-04;5.53730343e-04;5.53730343e-04;5.92067759e-04;6.71264847e-04;8.00989551e-04;1.00742319e-03;1.35525759e-03;2.05132336e-03;3.70082829e-03;7.19161637e-03;3.06183347e-02;6.73148505e-01;8.95924704e-01;9.57679903e-01;9.79949602e-01;9.90094818e-01;9.95279799e-01;9.98125553e-01;1.00000000e+00
1.00000000e+00;9.97592095e-01;9.93959903e-01;9.87258661e-01;9.73327529e-01;9.38570995e-01;8.29632736e-01;4.51900035e-01;2.54002735e-02;5.43637410e-03;2.54601961e-03;1.62840851e-03;1.15461621e-03;8.85477163e-04;7.19585513e-04;6.12627223e-04;5.46367179e-04;5.14102849e-04;5.14102849e-04;5.46367179e-04;6.12627223e-04;7.19585513e-04;8.85477163e-04;1.15461621e-03;1.62840851e-03;2.54601961e-03;5.43637410e-03;2.54002735e-02;4.51900035e-01;8.29632736e-01;9.38570995e-01;9.73327529e-01;9.87258661e-01;9.93959903e-01;9.97592095e-01;1.00000000e+00
1.00000000e+00;9.96909526e-01;9.92228758e-01;9.83276355e-01;9.62825981e-01;9.03562582e-01;6.84746732e-01;3.08786884e-02;7.13069520e-03;3.75236372e-03;2.05843016e-03;1.35134084e-03;9.99232750e-04;7.88427387e-04;6.52695525e-04;5.63179664e-04;5.07074625e-04;4.79623480e-04;4.79623480e-04;5.07074625e-04;5.63179664e-04;6.52695525e-04;7.88427387e-04;9.99232750e-04;1.35134084e-03;2.05843016e-03;3.75236372e-03;7.13069520e-03;3.08786884e-02;6.84746732e-01;9.03562582e-01;9.62825981e-01;9.83276355e-01;9.92228758e-01;9.96909526e-01;1.00000000e+00
1.00000000e+00;9.96018858e-01;9.89864544e-01;9.77264914e-01;9.44629127e-01;8.39375549e-01;4.74434700e-01;2.59160587e-02;5.46957904e-03;2.55822100e-03;1.63366587e-03;1.15302731e-03;8.79568292e-04;7.09517502e-04;5.96772896e-04;5.20945343e-04;4.72941334e-04;4.49359819e-04;4.49359819e-04;4.72941334e-04;5.20945343e-04;5.96772896e-04;7.09517502e-04;8.79568292e-04;1.15302731e-03;1.63366587e-03;2.55822100e-03;5.46957904e-03;2.59160587e-02;4.74434700e-01;8.39375549e-01;9.44629127e-01;9.77264914e-01;9.89864544e-01;9.96018858e-01;1.00000000e+00
1.00000000e+00;9.94815946e-01;9.86445895e-01;9.67549861e-01;9.11569972e-01;7.02066383e-01;3.12970659e-02;7.82065874e-03;3.92966748e-03;2.07966769e-03;1.35517598e-03;9.98415873e-04;7.83973652e-04;6.44363130e-04;5.49380183e-04;4.84467046e-04;4.43020766e-04;4.22590698e-04;4.22590698e-04;4.43020766e-04;4.84467046e-04;5.49380183e-04;6.44363130e-04;7.83973652e-04;9.98415873e-04;1.35517598e-03;2.07966769e-03;3.92966748e-03;7.82065874e-03;3.12970659e-02;7.02066383e-01;9.11569972e-01;9.67549861e-01;9.86445895e-01;9.94815946e-01;1.00000000e+00
1.00000000e+00;9.93107456e-01;9.81142410e-01;9.50541235e-01;8.50489799e-01;5.03509832e-01;2.65929386e-02;5.56372221e-03;2.62234107e-03;1.65708534e-03;1.15844372e-03;8.79339819e-04;7.05999268e-04;5.89682941e-04;5.08741949e-04;4.52655350e-04;4.16583336e-04;3.98749605e-04;3.98749605e-04;4.16583336e-04;4.52655350e-04;5.08741949e-04;5.89682941e-04;7.05999268e-04;8.79339819e-04;1.15844372e-03;1.65708534e-03;2.62234107e-03;5.56372221e-03;2.65929386e-02;5.03509832e-01;8.50489799e-01;9.50541235e-01;9.81142410e-01;9.93107456e-01;1.00000000e+00
1.00000000e+00;9.90522567e-01;9.72399897e-01;9.19961345e-01;7.22715596e-01;3.17157428e-02;8.37931620e-03;4.15953198e-03;2.12328501e-03;1.37158594e-03;1.00391826e-03;7.84285941e-04;6.41518625e-04;5.43208924e-04;4.73532269e-04;4.24677225e-04;3.93058167e-04;3.77385502e-04;3.77385502e-04;3.93058167e-04;4.24677225e-04;4.73532269e-04;5.43208924e-04;6.41518625e-04;7.84285941e-04;1.00391826e-03;1.37158594e-03;2.12328501e-03;4.15953198e-03;8.37931620e-03;3.17157428e-02;7.22715596e-01;9.19961345e-01;9.72399897e-01;9.90522567e-01;1.00000000e+00
1.00000000e+00;9.86337638e-01;9.56893209e-01;8.62443809e-01;5.33964416e-01;2.73081141e-02;5.65308158e-03;2.69151167e-03;1.69123173e-03;1.17225736e-03;8.84372389e-04;7.06611805e-04;5.87339588e-04;5.03275175e-04;4.42751194e-04;3.99885570e-04;3.71992219e-04;3.58134957e-04;3.58134957e-04;3.71992219e-04;3.99885570e-04;4.42751194e-04;5.03275175e-04;5.87339588e-04;7.06611805e-04;8.84372389e-04;1.17225736e-03;1.69123173e-03;2.69151167e-03;5.65308158e-03;2.73081141e-02;5.33964416e-01;8.62443809e-01;9.56893209e-01;9.86337638e-01;1.00000000e+00
1.00000000e+00;9.79193634e-01;9.29202341e-01;7.46299272e-01;1.92691213e-02;9.13412204e-03;4.46570205e-03;2.16800443e-03;1.39309078e-03;1.01491193e-03;7.88823759e-04;6.42278147e-04;5.41234438e-04;4.68620415e-04;4.15627287e-04;3.77770661e-04;3.53021532e-04;3.40701947e-04;3.40701947e-04;3.53021532e-04;3.77770661e-04;4.15627287e-04;4.68620415e-04;5.41234438e-04;6.42278147e-04;7.88823759e-04;1.01491193e-03;1.39309078e-03;2.16800443e-03;4.46570205e-03;9.13412204e-03;1.92691213e-02;7.46299272e-01;9.29202341e-01;9.79193634e-01;1.00000000e+00
1.00000000e+00;9.66210729e-01;8.75821108e-01;5.64665953e-01;2.80308949e-02;5.72876868e-03;2.76518391e-03;1.72934449e-03;1.18940523e-03;8.93111340e-04;7.10575736e-04;5.88141503e-04;5.01571041e-04;4.38285204e-04;3.91555961e-04;3.57925424e-04;3.35850436e-04;3.24843000e-04;3.24843000e-04;3.35850436e-04;3.57925424e-04;3.91555961e-04;4.38285204e-04;5.01571041e-04;5.88141503e-04;7.10575736e-04;8.93111340e-04;1.18940523e-03;1.72934449e-03;2.76518391e-03;5.72876868e-03;2.80308949e-02;5.64665953e-01;8.75821108e-01;9.66210729e-01;1.00000000e+00
1.00000000e+00;9.42930026e-01;7.76611636e-01;2.13100842e-02;1.40521310e-02;4.80498606e-03;2.20885980e-03;1.41638604e-03;1.02821740e-03;7.96030535e-04;6.45719978e-04;5.42009960e-04;4.67112099e-04;4.11525146e-04;3.70057363e-04;3.40020874e-04;3.20236266e-04;3.10356080e-04;3.10356080e-04;3.20236266e-04;3.40020874e-04;3.70057363e-04;4.11525146e-04;4.67112099e-04;5.42009960e-04;6.45719978e-04;7.96030535e-04;1.02821740e-03;1.41638604e-03;2.20885980e-03;4.80498606e-03;1.40521310e-02;2.13100842e-02;7.76611636e-01;9.42930026e-01;1.00000000e+00
