iter model_time time_step_prev dphi_dt_abs_max time_step_phi phi_integral
234 2.340000e-08 1.000000e-10 3.845934e+04 2.601140e-08 4.487175e-15
235 2.350000e-08 1.000000e-10 3.847401e+04 2.600149e-08 4.487173e-15
236 2.360000e-08 1.000000e-10 3.848868e+04 2.599157e-08 4.487171e-15
237 2.370000e-08 1.000000e-10 3.850336e+04 2.598166e-08 4.487169e-15
238 2.380000e-08 1.000000e-10 3.851804e+04 2.597176e-08 4.487167e-15
239 2.390000e-08 1.000000e-10 3.853273e+04 2.596186e-08 4.487165e-15
240 2.400000e-08 1.000000e-10 3.854743e+04 2.595196e-08 4.487163e-15
241 2.410000e-08 1.000000e-10 3.856213e+04 2.594207e-08 4.487161e-15
242 2.420000e-08 1.000000e-10 3.857683e+04 2.593218e-08 4.487159e-15
243 2.430000e-08 1.000000e-10 3.859154e+04 2.592230e-08 4.487157e-15
244 2.440000e-08 1.000000e-10 3.860626e+04 2.591241e-08 4.487155e-15
245 2.450000e-08 1.000000e-10 3.862098e+04 2.590254e-08 4.487153e-15
246 2.460000e-08 1.000000e-10 3.863571e+04 2.589266e-08 4.487151e-15
247 2.470000e-08 1.000000e-10 3.865044e+04 2.588279e-08 4.487149e-15
248 2.480000e-08 1.000000e-10 3.866518e+04 2.587293e-08 4.487146e-15
249 2.490000e-08 1.000000e-10 3.867992e+04 2.586307e-08 4.487144e-15
250 2.500000e-08 1.000000e-10 3.869467e+04 2.585321e-08 4.487142e-15
251 2.510000e-08 1.000000e-10 3.870942e+04 2.584335e-08 4.487140e-15
252 2.520000e-08 1.000000e-10 3.872418e+04 2.583350e-08 4.487138e-15
253 2.530000e-08 1.000000e-10 3.873895e+04 2.582366e-08 4.487136e-15
254 2.540000e-08 1.000000e-10 3.875372e+04 2.581382e-08 4.487134e-15
255 2.550000e-08 1.000000e-10 3.876849e+04 2.580398e-08 4.487132e-15
256 2.560000e-08 1.000000e-10 3.878327e+04 2.579414e-08 4.487130e-15
257 2.570000e-08 1.000000e-10 3.879806e+04 2.578431e-08 4.487128e-15
258 2.580000e-08 1.000000e-10 3.881285e+04 2.577448e-08 4.487126e-15
259 2.590000e-08 1.000000e-10 3.882765e+04 2.576466e-08 4.487124e-15
260 2.600000e-08 1.000000e-10 3.884245e+04 2.575484e-08 4.487122e-15
261 2.610000e-08 1.000000e-10 3.885726e+04 2.574503e-08 4.487120e-15
262 2.620000e-08 1.000000e-10 3.887207e+04 2.573522e-08 4.487118e-15
263 2.630000e-08 1.000000e-10 3.888689e+04 2.572541e-08 4.487116e-15
264 2.640000e-08 1.000000e-10 3.890172e+04 2.571561e-08 4.487114e-15
265 2.650000e-08 1.000000e-10 3.891655e+04 2.570581e-08 4.487112e-15
266 2.660000e-08 1.000000e-10 3.893138e+04 2.569601e-08 4.487110e-15
267 2.670000e-08 1.000000e-10 3.894622e+04 2.568622e-08 4.487107e-15
268 2.680000e-08 1.000000e-10 3.896107e+04 2.567643e-08 4.487105e-15
269 2.690000e-08 1.000000e-10 3.897592e+04 2.566665e-08 4.487103e-15
270 2.700000e-08 1.000000e-10 3.899078e+04 2.565687e-08 4.487101e-15
271 2.710000e-08 1.000000e-10 3.900564e+04 2.564709e-08 4.487099e-15
272 2.720000e-08 1.000000e-10 3.902051e+04 2.563732e-08 4.487097e-15
273 2.730000e-08 1.000000e-10 3.903538e+04 2.562755e-08 4.487095e-15
274 2.740000e-08 1.000000e-10 3.905026e+04 2.561778e-08 4.487093e-15
275 2.750000e-08 1.000000e-10 3.906515e+04 2.560802e-08 4.487091e-15
276 2.760000e-08 1.000000e-10 3.908004e+04 2.559826e-08 4.487089e-15
277 2.770000e-08 1.000000e-10 3.909493e+04 2.558851e-08 4.487087e-15
278 2.780000e-08 1.000000e-10 3.910983e+04 2.557876e-08 4.487085e-15
279 2.790000e-08 1.000000e-10 3.912474e+04 2.556902e-08 4.487083e-15
280 2.800000e-08 1.000000e-10 3.913965e+04 2.555927e-08 4.487081e-15
281 2.810000e-08 1.000000e-10 3.915457e+04 2.554954e-08 4.487079e-15
282 2.820000e-08 1.000000e-10 3.916949e+04 2.553980e-08 4.487076e-15
283 2.830000e-08 1.000000e-10 3.918442e+04 2.553007e-08 4.487074e-15
284 2.840000e-08 1.000000e-10 3.919936e+04 2.552035e-08 4.487072e-15
285 2.850000e-08 1.000000e-10 3.921429e+04 2.551062e-08 4.487070e-15
286 2.860000e-08 1.000000e-10 3.922924e+04 2.550090e-08 4.487068e-15
287 2.870000e-08 1.000000e-10 3.924419e+04 2.549119e-08 4.487066e-15
288 2.880000e-08 1.000000e-10 3.925915e+04 2.548148e-08 4.487064e-15
289 2.890000e-08 1.000000e-10 3.927411e+04 2.547177e-08 4.487062e-15
290 2.900000e-08 1.000000e-10 3.928907e+04 2.546207e-08 4.487060e-15
291 2.910000e-08 1.000000e-10 3.930405e+04 2.545237e-08 4.487058e-15
292 2.920000e-08 1.000000e-10 3.931902e+04 2.544267e-08 4.487056e-15
293 2.930000e-08 1.000000e-10 3.933401e+04 2.543298e-08 4.487054e-15
294 2.940000e-08 1.000000e-10 3.934900e+04 2.542329e-08 4.487052e-15
295 2.950000e-08 1.000000e-10 3.936399e+04 2.541361e-08 4.487049e-15
296 2.960000e-08 1.000000e-10 3.937899e+04 2.540393e-08 4.487047e-15
297 2.970000e-08 1.000000e-10 3.939399e+04 2.539425e-08 4.487045e-15
298 2.980000e-08 1.000000e-10 3.940901e+04 2.538458e-08 4.487043e-15
299 2.990000e-08 1.000000e-10 3.942402e+04 2.537491e-08 4.487041e-15
300 3.000000e-08 1.000000e-10 3.943904e+04 2.536525e-08 4.487039e-15
301 3.010000e-08 1.000000e-10 3.945407e+04 2.535558e-08 4.487037e-15
302 3.020000e-08 1.000000e-10 3.946910e+04 2.534593e-08 4.487035e-15
303 3.030000e-08 1.000000e-10 3.948414e+04 2.533627e-08 4.487033e-15
304 3.040000e-08 1.000000e-10 3.949919e+04 2.532662e-08 4.487031e-15
305 3.050000e-08 1.000000e-10 3.951423e+04 2.531698e-08 4.487029e-15
306 3.060000e-08 1.000000e-10 3.952929e+04 2.530734e-08 4.487026e-15
307 3.070000e-08 1.000000e-10 3.954435e+04 2.529770e-08 4.487024e-15
308 3.080000e-08 1.000000e-10 3.955942e+04 2.528806e-08 4.487022e-15
309 3.090000e-08 1.000000e-10 3.957449e+04 2.527843e-08 4.487020e-15
310 3.100000e-08 1.000000e-10 3.958956e+04 2.526880e-08 4.487018e-15
311 3.110000e-08 1.000000e-10 3.960465e+04 2.525918e-08 4.487016e-15
312 3.120000e-08 1.000000e-10 3.961973e+04 2.524956e-08 4.487014e-15
313 3.130000e-08 1.000000e-10 3.963483e+04 2.523995e-08 4.487012e-15
314 3.140000e-08 1.000000e-10 3.964993e+04 2.523033e-08 4.487010e-15
315 3.150000e-08 1.000000e-10 3.966503e+04 2.522073e-08 4.487008e-15
316 3.160000e-08 1.000000e-10 3.968014e+04 2.521112e-08 4.487005e-15
317 3.170000e-08 1.000000e-10 3.969526e+04 2.520152e-08 4.487003e-15
318 3.180000e-08 1.000000e-10 3.971038e+04 2.519193e-08 4.487001e-15
319 3.190000e-08 1.000000e-10 3.972551e+04 2.518233e-08 4.486999e-15
320 3.200000e-08 1.000000e-10 3.974064e+04 2.517274e-08 4.486997e-15
321 3.210000e-08 1.000000e-10 3.975578e+04 2.516316e-08 4.486995e-15
322 3.220000e-08 1.000000e-10 3.977092e+04 2.515358e-08 4.486993e-15
323 3.230000e-08 1.000000e-10 3.978607e+04 2.514400e-08 4.486991e-15
324 3.240000e-08 1.000000e-10 3.980122e+04 2.513443e-08 4.486989e-15
325 3.250000e-08 1.000000e-10 3.981638e+04 2.512486e-08 4.486986e-15
326 3.260000e-08 1.000000e-10 3.983155e+04 2.511529e-08 4.486984e-15
327 3.270000e-08 1.000000e-10 3.984672e+04 2.510573e-08 4.486982e-15
328 3.280000e-08 1.000000e-10 3.986190e+04 2.509617e-08 4.486980e-15
